season,round,race_name,circuit,country,date,position,constructor_name,points,points_this_round,leader_points,points_gap,total_rounds,season_progress_pct
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,10,Williams,3.0,0.0,290.0,287.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,10,Williams,3.0,0.0,314.0,311.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,10,Williams,3.0,0.0,333.0,330.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,10,Williams,3.0,0.0,370.0,367.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,10,Williams,3.0,0.0,405.0,402.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,10,Williams,4.0,1.0,449.0,445.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,10,Williams,4.0,0.0,485.0,481.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,10,Williams,6.0,2.0,519.0,513.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,10,Williams,6.0,0.0,550.0,544.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,10,Williams,8.0,2.0,593.0,585.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,10,Williams,8.0,0.0,630.0,622.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,10,Williams,8.0,0.0,670.0,662.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,10,Williams,8.0,0.0,684.0,676.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,10,Williams,8.0,0.0,724.0,716.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,5,Alfa Romeo,4.0,4.0,43.0,39.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,6,Alfa Romeo,4.0,0.0,87.0,83.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,8,Alfa Romeo,6.0,2.0,123.0,117.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,8,Alfa Romeo,6.0,0.0,166.0,160.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,8,Alfa Romeo,6.0,0.0,210.0,204.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,8,Alfa Romeo,6.0,0.0,235.0,229.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,7,Alfa Romeo,8.0,2.0,273.0,265.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,7,Alfa Romeo,9.0,1.0,307.0,298.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,7,Alfa Romeo,9.0,0.0,348.0,339.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,8,Alfa Romeo,9.0,0.0,382.0,373.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,8,Alfa Romeo,9.0,0.0,423.0,414.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,8,Alfa Romeo,9.0,0.0,466.0,457.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,8,Alfa Romeo,9.0,0.0,503.0,494.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,8,Alfa Romeo,10.0,1.0,546.0,536.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,8,Alfa Romeo,10.0,0.0,560.0,550.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,8,Alfa Romeo,10.0,0.0,586.0,576.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,8,Alfa Romeo,16.0,6.0,613.0,597.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,8,Alfa Romeo,16.0,0.0,650.0,634.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,8,Alfa Romeo,16.0,0.0,675.0,659.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,9,Alfa Romeo,16.0,0.0,712.0,696.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,9,Alfa Romeo,16.0,0.0,752.0,736.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,9,Alfa Romeo,16.0,0.0,790.0,774.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,8,AlphaTauri,0.0,0.0,43.0,43.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,9,AlphaTauri,0.0,0.0,87.0,87.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,9,AlphaTauri,1.0,1.0,123.0,122.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,9,AlphaTauri,2.0,1.0,166.0,164.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,9,AlphaTauri,2.0,0.0,210.0,208.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,9,AlphaTauri,2.0,0.0,235.0,233.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,9,AlphaTauri,2.0,0.0,273.0,271.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,10,AlphaTauri,2.0,0.0,307.0,305.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,10,AlphaTauri,2.0,0.0,348.0,346.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,10,AlphaTauri,2.0,0.0,382.0,380.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,10,AlphaTauri,2.0,0.0,423.0,421.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,10,AlphaTauri,3.0,1.0,466.0,463.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,10,AlphaTauri,3.0,0.0,503.0,500.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,10,AlphaTauri,3.0,0.0,546.0,543.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,10,AlphaTauri,5.0,2.0,560.0,555.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,10,AlphaTauri,5.0,0.0,586.0,581.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,10,AlphaTauri,5.0,0.0,613.0,608.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,9,AlphaTauri,10.0,5.0,650.0,640.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,9,AlphaTauri,16.0,6.0,675.0,659.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,8,AlphaTauri,18.0,2.0,712.0,694.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,8,AlphaTauri,18.0,0.0,752.0,734.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,8,AlphaTauri,22.0,4.0,790.0,768.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,6,Alpine,2.0,2.0,43.0,41.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,5,Alpine,8.0,6.0,87.0,79.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,6,Alpine,8.0,0.0,123.0,115.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,6,Alpine,8.0,0.0,166.0,158.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,5,Alpine,14.0,6.0,210.0,196.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,5,Alpine,35.0,21.0,235.0,200.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,5,Alpine,40.0,5.0,273.0,233.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,5,Alpine,44.0,4.0,307.0,263.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,5,Alpine,45.0,1.0,348.0,303.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,6,Alpine,45.0,0.0,382.0,337.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,6,Alpine,45.0,0.0,423.0,378.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,6,Alpine,49.0,4.0,466.0,417.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,6,Alpine,65.0,16.0,503.0,438.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,6,Alpine,65.0,0.0,546.0,481.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,6,Alpine,73.0,8.0,560.0,487.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,6,Alpine,76.0,3.0,586.0,510.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,6,Alpine,82.0,6.0,613.0,531.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,6,Alpine,90.0,8.0,650.0,560.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,6,Alpine,91.0,1.0,675.0,584.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,6,Alpine,98.0,7.0,712.0,614.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,6,Alpine,110.0,12.0,752.0,642.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,6,Alpine,110.0,0.0,790.0,680.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,2,Aston Martin,23.0,23.0,43.0,20.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,2,Aston Martin,38.0,15.0,87.0,49.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,2,Aston Martin,65.0,27.0,123.0,58.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,2,Aston Martin,83.0,18.0,166.0,83.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,2,Aston Martin,98.0,15.0,210.0,112.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,2,Aston Martin,116.0,18.0,235.0,119.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,3,Aston Martin,130.0,14.0,273.0,143.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,3,Aston Martin,150.0,20.0,307.0,157.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,3,Aston Martin,162.0,12.0,348.0,186.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,3,Aston Martin,168.0,6.0,382.0,214.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,3,Aston Martin,171.0,3.0,423.0,252.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,3,Aston Martin,183.0,12.0,466.0,283.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,3,Aston Martin,202.0,19.0,503.0,301.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,3,Aston Martin,204.0,2.0,546.0,342.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,4,Aston Martin,204.0,0.0,560.0,356.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,4,Aston Martin,208.0,4.0,586.0,378.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,4,Aston Martin,216.0,8.0,613.0,397.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,4,Aston Martin,222.0,6.0,650.0,428.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,5,Aston Martin,222.0,0.0,675.0,453.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,4,Aston Martin,247.0,25.0,712.0,465.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,4,Aston Martin,259.0,12.0,752.0,493.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,4,Aston Martin,266.0,7.0,790.0,524.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,4,Ferrari,12.0,12.0,43.0,31.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,4,Ferrari,26.0,14.0,87.0,61.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,4,Ferrari,26.0,0.0,123.0,97.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,4,Ferrari,51.0,25.0,166.0,115.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,4,Ferrari,67.0,16.0,210.0,143.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,4,Ferrari,79.0,12.0,235.0,156.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,4,Ferrari,89.0,10.0,273.0,184.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,4,Ferrari,111.0,22.0,307.0,196.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,4,Ferrari,137.0,26.0,348.0,211.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,4,Ferrari,140.0,3.0,382.0,242.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,4,Ferrari,150.0,10.0,423.0,273.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,4,Ferrari,165.0,15.0,466.0,301.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,4,Ferrari,175.0,10.0,503.0,328.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,4,Ferrari,202.0,27.0,546.0,344.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,3,Ferrari,239.0,37.0,560.0,321.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,3,Ferrari,259.0,20.0,586.0,327.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,3,Ferrari,269.0,10.0,613.0,344.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,3,Ferrari,284.0,15.0,650.0,366.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,3,Ferrari,311.0,27.0,675.0,364.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,3,Ferrari,319.0,8.0,712.0,393.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,3,Ferrari,345.0,26.0,752.0,407.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,3,Ferrari,363.0,18.0,790.0,427.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,9,Haas F1 Team,0.0,0.0,43.0,43.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,7,Haas F1 Team,1.0,1.0,87.0,86.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,7,Haas F1 Team,7.0,6.0,123.0,116.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,7,Haas F1 Team,7.0,0.0,166.0,159.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,7,Haas F1 Team,8.0,1.0,210.0,202.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,7,Haas F1 Team,8.0,0.0,235.0,227.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,8,Haas F1 Team,8.0,0.0,273.0,265.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,8,Haas F1 Team,8.0,0.0,307.0,299.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,8,Haas F1 Team,8.0,0.0,348.0,340.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,9,Haas F1 Team,8.0,0.0,382.0,374.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,9,Haas F1 Team,8.0,0.0,423.0,415.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,9,Haas F1 Team,8.0,0.0,466.0,458.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,9,Haas F1 Team,8.0,0.0,503.0,495.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,9,Haas F1 Team,8.0,0.0,546.0,538.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,9,Haas F1 Team,9.0,1.0,560.0,551.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,9,Haas F1 Team,9.0,0.0,586.0,577.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,9,Haas F1 Team,9.0,0.0,613.0,604.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,10,Haas F1 Team,9.0,0.0,650.0,641.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,10,Haas F1 Team,9.0,0.0,675.0,666.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,10,Haas F1 Team,9.0,0.0,712.0,703.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,10,Haas F1 Team,9.0,0.0,752.0,743.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,10,Haas F1 Team,9.0,0.0,790.0,781.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,10,McLaren,0.0,0.0,43.0,43.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,10,McLaren,0.0,0.0,87.0,87.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,5,McLaren,12.0,12.0,123.0,111.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,5,McLaren,14.0,2.0,166.0,152.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,6,McLaren,14.0,0.0,210.0,196.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,6,McLaren,17.0,3.0,235.0,218.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,6,McLaren,17.0,0.0,273.0,256.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,6,McLaren,17.0,0.0,307.0,290.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,6,McLaren,29.0,12.0,348.0,319.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,5,McLaren,59.0,30.0,382.0,323.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,5,McLaren,87.0,28.0,423.0,336.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,5,McLaren,93.0,6.0,466.0,373.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,5,McLaren,101.0,8.0,503.0,402.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,5,McLaren,105.0,4.0,546.0,441.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,5,McLaren,129.0,24.0,560.0,431.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,5,McLaren,162.0,33.0,586.0,424.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,5,McLaren,195.0,33.0,613.0,418.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,5,McLaren,213.0,18.0,650.0,437.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,4,McLaren,227.0,14.0,675.0,448.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,5,McLaren,246.0,19.0,712.0,466.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,5,McLaren,248.0,2.0,752.0,504.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,5,McLaren,266.0,18.0,790.0,524.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,3,Mercedes,16.0,16.0,43.0,27.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,3,Mercedes,38.0,22.0,87.0,49.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,3,Mercedes,56.0,18.0,123.0,67.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,3,Mercedes,69.0,13.0,166.0,97.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,3,Mercedes,89.0,20.0,210.0,121.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,3,Mercedes,112.0,23.0,235.0,123.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,2,Mercedes,145.0,33.0,273.0,128.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,2,Mercedes,160.0,15.0,307.0,147.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,2,Mercedes,170.0,10.0,348.0,178.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,2,Mercedes,195.0,25.0,382.0,187.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,2,Mercedes,215.0,20.0,423.0,208.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,2,Mercedes,236.0,21.0,466.0,230.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,2,Mercedes,244.0,8.0,503.0,259.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,2,Mercedes,262.0,18.0,546.0,284.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,2,Mercedes,278.0,16.0,560.0,282.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,2,Mercedes,294.0,16.0,586.0,292.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,2,Mercedes,306.0,12.0,613.0,307.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,2,Mercedes,316.0,10.0,650.0,334.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,2,Mercedes,343.0,27.0,675.0,332.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,2,Mercedes,347.0,4.0,712.0,365.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,2,Mercedes,357.0,10.0,752.0,395.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,2,Mercedes,374.0,17.0,790.0,416.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,1,Red Bull Racing,43.0,43.0,43.0,0.0,22,4.5
2023,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2023-03-19,1,Red Bull Racing,87.0,44.0,87.0,0.0,22,9.1
2023,3,Australian Grand Prix,Melbourne,Australia,2023-04-02,1,Red Bull Racing,123.0,36.0,123.0,0.0,22,13.6
2023,4,Azerbaijan Grand Prix,Baku,Azerbaijan,2023-04-30,1,Red Bull Racing,166.0,43.0,166.0,0.0,22,18.2
2023,5,Miami Grand Prix,Miami,United States,2023-05-07,1,Red Bull Racing,210.0,44.0,210.0,0.0,22,22.7
2023,6,Monaco Grand Prix,Monaco,Monaco,2023-05-28,1,Red Bull Racing,235.0,25.0,235.0,0.0,22,27.3
2023,7,Spanish Grand Prix,Barcelona,Spain,2023-06-04,1,Red Bull Racing,273.0,38.0,273.0,0.0,22,31.8
2023,8,Canadian Grand Prix,Montréal,Canada,2023-06-18,1,Red Bull Racing,307.0,34.0,307.0,0.0,22,36.4
2023,9,Austrian Grand Prix,Spielberg,Austria,2023-07-02,1,Red Bull Racing,348.0,41.0,348.0,0.0,22,40.9
2023,10,British Grand Prix,Silverstone,Great Britain,2023-07-09,1,Red Bull Racing,382.0,34.0,382.0,0.0,22,45.5
2023,11,Hungarian Grand Prix,Budapest,Hungary,2023-07-23,1,Red Bull Racing,423.0,41.0,423.0,0.0,22,50.0
2023,12,Belgian Grand Prix,Spa-Francorchamps,Belgium,2023-07-30,1,Red Bull Racing,466.0,43.0,466.0,0.0,22,54.5
2023,13,Dutch Grand Prix,Zandvoort,Netherlands,2023-08-27,1,Red Bull Racing,503.0,37.0,503.0,0.0,22,59.1
2023,14,Italian Grand Prix,Monza,Italy,2023-09-03,1,Red Bull Racing,546.0,43.0,546.0,0.0,22,63.6
2023,15,Singapore Grand Prix,Marina Bay,Singapore,2023-09-17,1,Red Bull Racing,560.0,14.0,560.0,0.0,22,68.2
2023,16,Japanese Grand Prix,Suzuka,Japan,2023-09-24,1,Red Bull Racing,586.0,26.0,586.0,0.0,22,72.7
2023,17,Qatar Grand Prix,Lusail,Qatar,2023-10-08,1,Red Bull Racing,613.0,27.0,613.0,0.0,22,77.3
2023,18,United States Grand Prix,Austin,United States,2023-10-22,1,Red Bull Racing,650.0,37.0,650.0,0.0,22,81.8
2023,19,Mexico City Grand Prix,Mexico City,Mexico,2023-10-29,1,Red Bull Racing,675.0,25.0,675.0,0.0,22,86.4
2023,20,São Paulo Grand Prix,São Paulo,Brazil,2023-11-05,1,Red Bull Racing,712.0,37.0,712.0,0.0,22,90.9
2023,21,Las Vegas Grand Prix,Las Vegas,United States,2023-11-18,1,Red Bull Racing,752.0,40.0,752.0,0.0,22,95.5
2023,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2023-11-26,1,Red Bull Racing,790.0,38.0,790.0,0.0,22,100.0
2023,1,Bahrain Grand Prix,Sakhir,Bahrain,2023-03-05,7,Williams,1.0,1.0,43.0,42.0,22,4.5
